,title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags
907,The Cities on the Saco : A Pictorial History,"A photo-history of the cities of the Saco River Valley in southern Maine. A heavily researched and crafted exhibition of landscapes from colonization to contemporary times, 'The Cities on the Saco' weaves a storytelling tapestry of Saco, Biddeford, and the Old Orchard regions that should be held dearly by their diverse coastal communities. From the text: ""Here are the many scenes which our ancestors saw but, equally important, the images (economic, social, political) which Saco, Biddeford, and Old Orchard became. Here one catches the beauty of stately mansions and churches as a counterpoint to some of the more squalid social and industrial conditions in which lower classes lived. The spirit of the times, whether rural in the early two centuries or urban during the past hundred years, may be found here, too.... Not only is this a collection of enormously insightful photographs, it is the first comprehensive local history in a hundred years...""","Downs, Jacques M.",,Donning Company,1985,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/12419914"">12419914</a>",17th century-20th century; Southern Maine,,,,,,,,,,,203,"Norfolk, Virginia",Donning Company,,9780898654264,,,The Cities on the Saco... @ Google Books,,,,,https://francolibrary.com/archive/files/0b3a263fd0e3857d0219b4c8a8068adb.jpg,Art and Architecture;Biddeford ME;Business and Economics;Casco ME;Community: Customs and Social Life;Death and Disaster;Education;Emigration and Immigration;England;Ethnicity and Collective Identity;Exploration and Colonization;Falmouth ME;Fishing;Folklore;Forestry;France;Government and Politics;Ireland;Journalism;Kennebunk ME;Kittery ME;Labor History;Lowell MA;Massachusetts;Merrimack River Valley;Mills and Mill Work;Native Americans;Nonfiction;Nonfiction -- History -- Local;Nonfiction -- History -- Pictorial;Old Orchard Beach ME;Portland ME;Portsmouth NH;QuÃ©bec;Religion;Saco ME;Saco River Valley;Scotland;Social History;Sports and Leisure;War;Winter Harbor ME;York ME
908,Of Place and Gender: Women in Maine History,"From UMaine Press: ""This volume of fourteen essays on Maine women's history fills a real need, helping to answer questions about what women were doing in local communities and highlighting their similarities and differences from women elsewhere. Maine women were sometimes in the forefront of change and sometimes lagged behind; most of the time they were preoccupied with the tasks of daily life, as were women in other parts of the world. However, the details of women's activities at home and in the community, like the context in which they were done, helps to set Maine women apart. The essays in this volume offer insight into a rich variety of Maine women, some famous and some ordinary, some intent on changing their lives and their society and others struggling to survive, some confined by family and work to farm or village and others able to travel the world. Taken together, their stories enrich our understanding of Maine, of women, and of history.""","Weiner, Marli Frances (editor)",,University of Maine Press,2005,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/61184330"">61184330</a>",Maine,,,,,,,,,,,484,"Orono, Maine",University of Maine Press,,9780891011057,,,Of Place and Gender... @ UMaine Press;Of Place and Gender... @ Google Books,,,,,https://francolibrary.com/archive/files/89d2911bdedd0f6eed2c146cb1cf5837.jpg,Appleton ME;Bangor ME;Community: Customs and Social Life;Emigration and Immigration;Essay;Ethnicity and Collective Identity;Farming and Agriculture;Fryeburg ME;Gender and Sexuality;Indian Island ME;Labor History;Lewiston ME;Maine;Mills and Mill Work;Nonfiction;Nonfiction -- History -- Labor and Social;Old Town ME;Orono ME;Personal History: Biography and Oral History;Portland ME;Searsport ME;Skowhegan ME;Sports and Leisure
909,Frenchmen into Peasants: Modernity and Tradition in the Peopling of French Canada,"History text on the later migrations of the French to Atlantic Canada, written by the Director of the French Institute at Assumption College in Worcester, Massachusetts. From Harvard University Press: ""In unprecedented detail, Leslie Choquette narrates the peopling of French Canada across the seventeenth and eighteenth centuries, the lesser known colonial phase of French migration. Drawing on French and Canadian archives, she carefully traces the precise origins of individual immigrants, describing them by gender, class, occupation, region, religion, age, and date of departure. Her archival work is impressive: of the more than 30,000 emigrants who embarked for Quebec and the Maritimes during the French Regime, nearly 16,000 are chronicled here....In considering the pattern of emigration in the context of migration history, Choquette shows that, in many ways, the movement toward Canada occurred as a by-product of other, perennial movements, such as the rural exodus or interurban labor migrations. Overall, emigrants to Canada belonged to an outwardly turned and mobile sector of French society, and their migration took place during a phase of vigorous Atlantic expansion. They crossed the ocean to establish a subsistence economy and peasant society, traces of which lingered on into the twentieth century. Because Choquette looks at the entire history of French migration to Canada--its social and economic aspects as well as its place in the larger history of migration--her work makes a remarkable contribution in the field of immigration history."" 
from Belknap Press of HUP:
","Choquette, Leslie",,Harvard University Press,1997,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/36051186"">36051186</a>","17th and 18th centuries, Canada, France",,,,,,,,,,,397,"Cambridge, Massachusetts",,,0674323157,,,http://www.hup.harvard.edu/catalog.php?isbn=9780674323155  Frenchmen into Peasants... @ Google Books (limited preview available),,,,,,Acadians;Canada;Demography;Emigration and Immigration;Exploration and Colonization;Farming and Agriculture;France;Labor History;MontrÃ©al QC;New Brunswick;Nova Scotia;QuÃ©bec;Religion;Social History
910,Dictionary of American Regional English,"Dictionary of American vernacular English as pronounced and heard in various segments of the United States. Now in 4 volumes. From Belknap Press: ""'The Dictionary of Regional English (DARE)"" is a multi-volume reference work that documents words, phrases, and pronunciations that vary from one place to another across the United States. DARE is based on face-to-face interviews carried out in all 50 states between 1965 and 1970 and on a comprehensive collection of written materials (diaries, letters, novels, newspapers, histories, biographies, government documents, etc.) that cover our history from the colonial period to the present. The entries in DARE include regional pronunciations, variant forms, some etymologies, and regional and social distributions of the words and phrases.""

 from Volume I of the text:
","Cassidy, Frederic Gomes;Hall, Joan Houston",,Belknap Press of Harvard University Press,1985,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/11624265"">116242656</a>","20th century, United States",,,,,,,,,,,,"Cambridge, Massachusetts",,,9780674008847,,,http://www.hup.harvard.edu/catalog.php?recid=25047  Dictionary of American Regional English (vol. IV) @ Google Books,,,,,,Geography;Language and Linguistics;Personal History: Biography and Oral History;United States
911,"Radicals of the Worst Sort : Laboring Women in Lawrence, Massachusetts, 1860-1912","New England women's labor history text from a professor of American and New England studies at the University of Southern Maine. Focuses on Lawrence, Massachusetts, as a town with a diversity of worker and ethnic experience, and the relationship between this and gender at the beginning of the twentieth century in industrial America. From the publisher's website: ""Ardis Cameron focuses on the textile workers' strikes of 1882 and 1912 in this examination of class and gender formation as drawn from the experience and language of the working-class neighborhoods of Lawrence [Mass.]. She shows clearly that the working women who unionized and fought for equality were considered the 'worst sort' because they challenged both economic and sexual hierarchies, providing alternative models for turn-of-the-century women."" ","Cameron, Ardis",Preview,University of Illinois Press,1995,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/26932573"">26932573</a>","1860-1912; Lawrence, Massachusetts",,,,,,,,,,,256,"Urbana, Illinois",,,9780252063183,,,http://www.press.uillinois.edu/books/catalog/59kck7hh9780252063183.html;Radicals of the Worst Sort... @ Google Books,,,,,https://francolibrary.com/archive/files/e1b6fd7e4373b6f9b73a48523dd13abd.jpg,Death and Disaster;Gender and Sexuality;Government and Politics;Labor History;Lawrence MA;Lowell MA;Massachusetts;Mills and Mill Work;New England;Nonfiction;Nonfiction -- History -- Labor and Social;Social History;Violence
912,Black Robe on the Kennebec,Historical piece on early French Jesuits missionizing to Abenaki in Maine's Kennebec River Valley in the 17th century.,"Calvert, Mary R.",,Monmouth Press,1991,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/23707025"">23707025</a>",17th century; North America,,,,,,,,,,,292,"Monmouth, Maine",,,0960991468,,,Black Robe... @ HathiTrust;Black Robe... @ Google Books,,,,,https://francolibrary.com/archive/files/9ab09184e63e9821a6de1b095f922c7e.jpg,Acadians;Art and Architecture;Emigration and Immigration;Ethnicity and Collective Identity;Exploration and Colonization;France;Government and Politics;Illinois;Kennebec River Valley;Maine;Native Americans;Nonfiction;Nonfiction -- History -- Religion;Personal History: Biography and Oral History;Religion
913,Maine : Cross-Border Tourism,Legislative document highlighting the borderland tourism industries of Maine and Canada in the 1980s.,"Boisvert, Donat",,State of Maine,1983,Maine-Canadian Legislative Advisory Office,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/778587898"">778587898</a>",1983; Maine; Canada,,,,,,,,,,,4,"Augusta, Maine",,,,,,,,,,,,Business and Economics;Canada;Government and Politics;Maine;Nonfiction;Nonfiction -- Travel and Tourism;Travel and Movement
914,The Transplanted : A History of Immigrants in Urban America,"An overview of American immigration and ethnic histories from American cities of the late nineteenth and early twentieth centuries. Written by the Director of Oral History Research at the University of Indiana, Bloomington. From Indiana University Press: ""A major survey of the immigrant experience between 1830 and 1930, this book has implications for all students and scholars of American social history.""","Bodnar, John E. ",Preview,Indiana University Press,1985,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/11157613"">11157613</a>",1830-1930; United States,,,,,,,,,,,294,"Bloomington, Indiana",,,9780253313478,,,The Transplanted... @ IU Press;The Transplanted... @ Google Books,,,,,https://francolibrary.com/archive/files/0662c0291850b46bc87e5726381068ca.jpg,Acculturation and Assimilation;Austrian Americans;Business and Economics;Community: Customs and Social Life;Croatian Americans;Emigration and Immigration;Ethnicity and Collective Identity;Farming and Agriculture;Folklore;German Americans;Government and Politics;Hungarian Americans;Irish Americans;Italian Americans;Jewish Americans;Labor History;Mills and Mill Work;Nonfiction;Nonfiction -- Immigration;Polish Americans;Religion;Social History;United States
915,L'aÌ‚me franco-ameÌricaine,"Un livre majeur d'un dÃ©fenseur trÃ¨s passionnÃ© de la survivance franco-amÃ©ricaine, et d'un maire ancien de Manchester, New Hamshire. L'auteur de ""CatÃ©chisme d'Histoire Franco-AmÃ©ricaine"" et ""Rois ou Esclaves de la Machine."" De l'auteur: ""Nous nous proposons de souligner, dans le prÃ©sent ouvrage, un autre prodige de vitalitÃ© franÃ§aise en AmÃ©rique, trop inconnu ou mÃ©connu de nos frÃ¨res de France et du Canada: la survivance franÃ§aise aux Etats-Unis, chez ceux qu'on a justement appelÃ©s les Franco-AmÃ©ricains. Dans une premiÃ¨re partie, nous passerons en revue les faits qui entourent la naissance et le dÃ©veloppement de ce groupe franco-amÃ©ricain, dont nous tÃ¢cherons d'analyser l'ame nationale. Une second partie aura pour but de faire ressortir les causes de cette survivance franco-amÃ©ricaine. Au cours de la troisiÃ¨me partie, nous exposerons en toute sincÃ©ritÃ© les obstacles qui nous semblent retarder les progrÃ¨s de ce groupe ethnique et s'opposer le plus directement Ã  la survivance des Franco-AmÃ©ricains.""","Benoit, Josaphat ",,EÌditions Albert LÃ©vesque,1935,,fr,,,,Book,"<a href=""http://www.worldcat.org/oclc/458422285"">458422285</a>",20e siÃ¨cle; Nouvelle-Angleterre,,,,,,,,,,,167,"MontreÌal, QueÌbec",EÌditions Albert LÃ©vesque,,,,,L'âme franco-américaine... sur Google Books,,,,,https://francolibrary.com/archive/files/0a1beda7968522d987fbfce56d9be738.jpg,Acculturation and Assimilation;Albany NY;Bay City MI;Boston MA;Bourbonnais IL;Burlington VT;Chicago IL;Community: Customs and Social Life;Detroit MI;Duluth MN;Education;Emigration and Immigration;Ethnicity and Collective Identity;Exploration and Colonization;Fall River MA;Family;Fitchburg MA;France;Holyoke MA;Illinois;Journalism;La Beauce QC;Lewiston ME;Louisiana;Lowell MA;Maine;Manchester NH;Marquette MI;Massachusetts;Minneapolis MN;Nashua NH;New Bedford MA;New York;New York NY;Nonfiction;Nonfiction -- History;Nonfiction -- History -- Intellectual;Philadelphia PA;Plattsburgh NY;QuÃ©bec;Religion;Salem MA;Southbridge MA;St. Paul MN;Vermont;Wisconsin;Woonsocket RI;Worcester MA
916,Les droits linguistiques des Franco-AmeÌricains aux EÌtats-Unis,"Une histoire lÃ©gale moderne sur la langue franÃ§aise Ã  la Louisiane, la Nouvelle Angleterre, le Midwest Ã‰.U., et des autres Ã©tats qui contiennent les grandes populations francophones.","Kloss, Heinz",,Presses de l'UniversiteÌ Laval,1971,"Verdoodt, Albert",fr,,,,Book,"<a href=""http://www.worldcat.org/oclc/395663143"">395663143</a>",20e siÃ¨cle; Ã‰tats-Unis,,,,,,FranÃ§ais,,,,,80,"QueÌbec, Canada",Presses de l'UniversiteÌ Laval,,,,,http://www.ciral.ulaval.ca/publications.asp  Les droits linguistiques... sur Google Books,,,,,https://francolibrary.com/archive/files/b0a95b2467d1c8982eab1ef0830c0522.jpg,California;Government and Politics;Illinois;Indiana;Language and Linguistics;Louisiana;Michigan;Minnesota;Missouri;New England;Nonfiction;Nonfiction -- Language and Linguistics;Ohio;Texas
917,The French ReÌgime in Wisconsin and the Northwest,Reprinted in 2007 by Heritage Books. A history of the French in North America - particularly what would become the US Midwest - from colonization to the middle 18th century. Contains semi-biographical pieces on explorers from that period. Focuses mainly on Wisconsin.,"Kellogg, Louise Phelps ",,State Historical Society of Wisconsin,1925,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/633645"">633645</a>","1600-1750, Wisconsin",,,,,,,,,,,474,"Madison, Wisconsin",,,9780788417665,,,The French Regime in Wisconsin and the Northwest @ Google Books (limited preview available),1,,,,,Canada;Death and Disaster;Exploration and Colonization;Farming and Agriculture;Forestry;Great Lakes Region;Illinois;Mississippi River Valley;MontrÃ©al QC;Native Americans;Ottawa ON;Personal History: Biography and Oral History;QuÃ©bec;Religion;St. Lawrence River Valley;US Midwest;War;Wisconsin
918,Ethnic Families in America : Patterns and Variations,"Collection of essays on the sociology of the family in the United States, with a particular reliance upon the cultural diversity of ethnic immigrant groups. The 1976 edition of the text - the edition available in most libraries - contains an essay entitled ""The Franco American Working Class Family,"" by Laurence French. From Pearson Higher Education: ""Reflecting the social and political dynamics in the United States, this edited volume offers an inclusive look at multicultural diversity in the U.S. with extensive coverage of the family life styles, traditions and values of seventeen American ethnic groups. Providing unique and personal insights, each chapter is written by a contributing author representing a particular ethnic group and is structured in a similar pattern - covering the historical background, key ethnic cultural components, traditional and current ethnic family characteristics, and changes and adaptations to the ethnic family and culture.""","Mindel, Charles H.",,Prentice Hall,1998,"Habenstein, Robert Wesley;Wright, Roosevelt ",en,,,,Book,"<a href=""http://www.worldcat.org/oclc/1975976"">1975976</a>",20th century; United States,,,,,,,,,,,518,"Upper Saddle River, New Jersey",,,9780444990259,,,Ethnic Families in America... @ Google Books,,,,,https://francolibrary.com/archive/files/91fbd67f0768b452c114d77f5e87193c.jpg,Community: Customs and Social Life;Education;Emigration and Immigration;Ethnicity and Collective Identity;Family;Farming and Agriculture;Maine;New England;New Hampshire;Nonfiction;Nonfiction -- Ethnic Studies;Nonfiction -- Social Sciences;Nonfiction -- Sociology;QuÃ©bec;Religion;Social History;United States;Vermont;Youth
