,title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags
69,The Social Context of Franco-American Schooling in New England,"Article aimed at informing teachers about students of Franco-American heritage, and recounting the particular past experiences of ethnic Francos in New England schools. Recent public efforts at bilingual and bicultural education in New England. Includes a list of predominantly Franco-American New England towns, as well as a list of vernacular phrases and their Parisian correspondents.","Jacobson, Phyllis L.",,,1984 April,,,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/481493127"">481493127</a>","1970-1984, New England",,,,,,,,,,,,,,0016-111X,,#5,The French Review,http://www.jstor.org/stable/393542,57,,,,,Adams MA;Auburn ME;Berlin NH;Biddeford ME;Brockton MA;Brunswick ME;Burlington VT;Cambridge MA;Canaan VT;Caribou ME;Central Falls RI;Chicopee MA;Connecticut;Danielson CT;Demography;Derby VT;Education;Ethnicity and Collective Identity;Fall River MA;Fitchburg MA;Franklin VT;Gardner MA;Government and Politics;Greenville NH;Hartford CT;Haverhill MA;Holyoke MA;Jewett City CT;Language and Linguistics;Lawrence MA;Leominster MA;Lewiston ME;Louisiana;Lowell MA;Lynn MA;Maine;Manchester NH;Marlboro MA;Massachusetts;Nashua NH;New Bedford MA;New Hampshire;Nonfiction;Nonfiction -- Education;North Adams MA;Northampton MA;Norton VT;Old Town ME;Orono ME;Palmer MA;Pawtucket RI;Pittsfield MA;Plainfield CT;Providence RI;Putnam CT;Rhode Island;Richford VT;Saco ME;Salem MA;Somersworth NH;Southbridge MA;Spencer MA;Springfield MA;St. Albans VT;St. John River Valley;Taftville CT;Taunton MA;Vermont;Ware MA;Warren RI;Waterbury CT;Waterville ME;Webster MA;West Warwick RI;Willimantic CT;Winooski VT;Woonsocket RI;Worcester MA
70,Standards and Local Curriculum : A Zero-Sum Game?,"Function and impact of Maine Learning Results educational plan in elementary schools of rural Maine. Includes a segment on Walters School in the St. John Valley, and discusses its elementary French language program as it becomes incorporated in MLR methods. From the author: ""Many rural educators and researchers have not embraced standards-based reform warmly. Some are wary of standards driving out unique and locally responsive curriculum. Others cast standards as one more example of a reform largely geared toward urban and suburban schools but foisted on rural schools regardless of applicability. These arguments are mostly rhetorical. Few studies have looked at the effects ofstandards' implementation on the classroom practices of rural educators. In this paper, I examine the impact ofa state standards-based reform, the Maine Learning Results, on curriculum and instruction in four rural schools. I focus on the impact that standards have on locally responsive curriculum in the schools. I suggest that state standards and locally responsive curriculum ultimately may not be as incompatible as many scholars and practitioners suggest.""","Jennings, Nancy E.",,,2000 Winter,,,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/425331644"">425331644</a>",1990-2000; Maine,,,,,,,,,,,,,,8756-0534,,#3,Journal of Research in Rural Education,"http://www.jrre.psu.edu/articles/v16,n3,p193-201,Jennings.pdf (full text available here)",16,,,,,Education;Language and Linguistics;Maine;Midcoast Region ME;Nonfiction;Nonfiction -- Education;Quarry Island ME;Scofield ME;St. John River Valley
71,"Languages in Conflict : Canada, 1976","An explanation of 1970s Canadian census figures specifically regarding language, birth rates, and geography. From the author: ""Canada is an ideal country in which to study the progress of language transfer and other factors affecting minority survival, because the decennial census includes three questions on language and one on ethnic origin. From census data, it will be shown that two-thirds of Canada's population live in English dominated regions, within which minorities of all other languages are dwindling through assimilation, but that there is also a French Canada, within which it is the use of the English language that is declining. The two languages co-exist only within a narrow bilingual belt.""","Joy, Richard J.",,,1976 Autumn,,,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/60621291"">60621291</a>",1976; Canada,,,,,,,,,,,,,,1943-9954,,#2,American Review of Canadian Studies,http://www.acsus.org,6,,,,,Acadians;Acculturation and Assimilation;British Columbia;Canada;Demography;Emigration and Immigration;Government and Politics;Language and Linguistics;New Brunswick;Nonfiction;Nonfiction -- Demography;Ontario;QuÃ©bec;Youth
72,"Franco Marriages from Goffstown, New Hampshire: 1893-1992","One hundred years of Catholic marriages from the Goffstown, New Hampshire, region. Includes marriages from St. Lawrence and St. Edmond parishes.","Boudreau, Arthur;Perrault, Anne-Marie;American-Canadian Genealogical Society",,,2000,,,,,,Book,"<a href=""http://www.worldcat.org/oclc/53813496"">53813496</a>","1893-1992, Goffstown, New Hampshire",,,,,,,,,,,276,"Manchester, New Hampshire",American-Canadian Genealogical Society,,,,,http://www.acgs.org,,,,,,Community: Customs and Social Life;Family;Genealogy;Goffstown NH;Manchester NH;Religion
73,"Vanity of Duluoz : An Adventurous Education, 1935-1946","Written in 1967, near the end of Kerouac's life, ""Vanity of Duluoz"" moves into Jack's university exploits, through his Merchant Marine life, and all around the important Manhattan context in which the Beat Movement's origins are often situated. Another piece of autobiographical fiction in the ""Duluoz Legen."" ","Kerouac, Jack",,,1968,,,,,,Book,"<a href=""http://www.worldcat.org/oclc/244367"">244367</a>",,,,,,,,,,,,280,"New York, New York",Coward-McCann,,9780140236392,,,"http://us.penguingroup.com/nf/Book/BookDisplay/0,,9780140236392,00.html?strSrchSql=vanity+of+duluoz/Vanity_of_Duluoz_Jack_Kerouac",,,,,https://francolibrary.com/archive/files/84de2dc89917a8f8c65bbb71c5733aa1.jpg,Alcohol and Drugs;Education;Family;Fiction and Literature;Literary Works -- Fiction;New York NY;Sports and Leisure
74,Voyages : A Maine Franco-American Reader,"Celebrated collection of essays, stories, poems, songs, art, and other works on the history of Franco American people and their communities in Maine.  Features the following writings by their respective authors, in order of appearance:
Foreword by Nelson Madore Appreciation by the Editors Preface by Michael Michaud Introduction by Barry Rodrigue and Others Gentility on the Frontiers of Acadia, 1635-1674: An Archaeological Perspective, by Alaric Faulkner  Eastern Abenaki Autonomy and French Frustrations, 1745-1760, by David Ghere An Album in the Attic: The Forgotten Frontier of the Quebec-Maine Borderlands During the Revolutionary War, by Barry Rodrigue Life on the Farm and Recipes, by Luella and Eva Ashland Roderick Immigrants in a Frontier Community: Madawaska, 1785-1850, by Béatrice Craig An Acadian Odyssey, by Don Cyr Soldiers, Spuds, and Spruce: Maine's Military Roads to the Maritimes, by Barry Rodrigue Understanding the French Canadians of Lewiston, 1860-1900, by Yves Frenette Immigrant Dream - I, by Susann Pelletier Growing Up in Brunswick in the 1930s and 1940s, by Raymond Duval  Petit Bois, by Claude Bonang with Katie Camiré Into the Heart of Maine: A Look at Dexter's Franco-American Community, by Dorothy Blanchard Sawdust in My Ear, by Roland Lapointe Franco-American and Lebanese Textile Workers in Waterville: La survivance economique, by Matthew Laflamme ""Je ne regrette rien:"" Franco-American Women in Maine: Survival, Resiliency, and Community, by Céleste DeRoche A La Mémoire de nos Ancetres (To the Memory of Our Ancestors), by Mercedes Gastonguay The French Catholics in Maine, by Clement Thibodeau Negotiating Ethnic Identity: St. Jean-Baptiste Day Celebrations in Francophone Lewiston, Maine, by Mark Paul Richard Donat Labbé - Woods Cook, by Yvon Labbé The Jackman and Moose River Mission: From France to America with the Sisters of St. Joseph of Lyons, 1904-1932, by Gérard Forgue A New Home, by Paul Caron A Childhood Memory: Midnight Mass at St. Peter's and St. Paul's, by Helen Lévesque Maine's Corporation Sole Controversy, by Michael Guignard The Summer I Was Thirteen, by Denis Ledoux An Introduction to ""Life in the Mills"" from Canuck, a Novel by Camille Lessard-Bissonnette, by Linda Pervier ""Life in the Mills,"" Excerpt from Canuck, by Camille Lessard-Bissonnette and Linda Pervier An Introduction to Canuck and Camille Lessard-Bissonnette: Why Read It Now?, by Sylvie Charron and Rhea Côté Robbins  Franco-Americans and the International Paper Company Strike of 1910, by Anders Larson An Excerpt from Papa Martel, by Gérard Robichaud J'Aimais (I Used to Love), by Jean-Paul Poulain Passing the Flame, by Cindy Larock French-Canadian Genealogical Research, by Bob Chenard Down the Plains, an Excerpt, by Rhea Côté Robbins  Calice, by Greg Chabot The Lane Road, 1958, by Susann Pelletier What We Gather in November, by Susann Pelletier  How Many Frenchmen Does It Take to..., by C. Stewart Doty The Lessons of Living in a Francophobic World, by Pat LaMarche French Jokes, Anonymous When Funny Might Not Be..., by Ernie Gagné One of Frenchie's Stories: In Heat, by Ernie Gagné La Graine Pousse (The Seed Sprout), by Normand Dubé  Everything's Just Finophobia, by Greg Chabot Research Note: Maine ""Jim Crow""? The Forgotten Maine Constitutional Amendment of 1891, by Rebecca Dirnfeld A Short Biography for My Daughter, by Raymond Luc Lavasseur Under Wintery Constellation, by Susann Pelletier A ceux qui m'ont offensé (For Those Who Have Offended Me), by Jean-Paul Poulain Franco-American Identity at the University of Maine, by Michael Serizawa Brown Beau Frog, by Peter Archambault Out of the Shadows, by Yvon Labbé Photo-Documentary: Franco-American Work Traditions, by Jere DeWaters A Québec Soldier in Maine, by Barry Rodrigue The Silent Playground, by Ross and Judy Paradis Mémere (Grandmother), by Raymond Luc Lavasseur  Tourtière (Meat Pie), by Philomène Létourneau Simard and Diane Simard McKenney Voicing Mémère, by Kristin Langellier On Becoming a Franco-American, by Richard Pattenaude She Appears, by Jim Bishop Livres (Books), by Maureen Perry My Writing of La Souillonne (The Filthy Woman), by Normand Beaupré ""Qui Chus"" (Who I Am), Excerpt from La Souillonne, by Normand Beaupré Franco-Americans and a Century of Political Elections, 1892-1992, by Madeleine Giguère Ad Astra per Aspera - To the Heavens through Hardship: The Franco-American Rise to Political Power in Maine, by Christian Potholm First Campaigns, Georgette Bérubé Maine Franco-Americans in Politics, by John Martin Singing the Vernacular, Excerpts, by Paul Paré Brunswick: A Bridge and Its History, by Julianna L'Heureux Les Non Non Blues (The No No Blues), by Josée Vachon Acadian Ployes, by Emily Clavet Ouellette Martin and Sandra Dionne Croft The Neighborhood, by Michelle Morgan Why Bother? by Michael Parent","Madore, Nelson (editor);Rodrigue, Barry H. (editor);Miller, Corinna (editor);HÃ©bert, Chase (editor);BeauprÃ©, Normand (French language editor)",,,2007,"Archambault, Peter
;BeauprÃ©, Normand
;BÃ©rubÃ©, Georgette
;Bishop, Jim
;Blanchard, Dorothy
;Bonang, Claude
;Brown, Michael Serizawa
;CamirÃ©, Katie
;Caron, Paul
;Chabot, Greg
;Charron, Sylvie
;Chenard, Bob
;Craig, BÃ©atrice
;Croft, Sandra Dionne
;Cyr, Don
;DeRoche, Celeste
;DeWaters, Jere
;Dirnfeld, Rebecca
;Doty, C. Stewart
;DubÃ©, Normand
;Duval, Raymond
;Faulkner, Alaric
;Forgue, Gerard
;Frenette, Yves
;GagnÃ©, Ernie
;Gastonguay, Mercedes
;Ghere, David
;GiguÃ¨re, Madeleine
;Guignard, Michael
;LabbÃ©, Yvon
;Laflamme, Matthew
;LaMarche, Pat
;Langellier, Kristin
;Lapointe, Roland
;Larock, Cindy
;Larson, Anders
;Ledoux, Denis
;Lessard-Bissonnette, Camille
;Levasseur, Raymond Luc
;LÃ©vesque, Helen
;L'Heureux, Julianna
;Martin, Emily Clavet Ouellette
;Martin, John
;McKenney, Diane Simard
;Morgan, Michelle
;Paradis, Judy
;Paradis, Ross
;Pare, Paul
;Parent, Michael
;Pattenaude, Richard
;Pelletier, Susann
;Perry, Maureen
;Pervier, Linda
;Potholm, Christian
;Poulain, Jean-Paul
;Richard, Mark Paul
;Robbins, Rhea CÃ´tÃ©
;Robichaud, Gerard
;Roderick, Eva Ashland
;Roderick, Luella
;Rodrigue, Barry
;Simard, Philomene Letourneau
;Thobodeau, Clement
;Vachon, JosÃ©e
",en,,,Book,Book,"<a href=""http://www.worldcat.org/oclc/131062883"">131062883</a>","1600-2007, Maine",,,,,,,,,,,606,"Gardiner, Maine",Tilbury House,,9780884482949,,,http://www.tilburyhouse.com/maine-and-new-england/voyages.htm;Voyages... @ Google Books,,,,,https://francolibrary.com/archive/files/959fc08482f7a9c6e13b6b034cf1b12e.jpg,Acadians;Acculturation and Assimilation;Art and Architecture;Business and Economics;Community: Customs and Social Life;Death and Disaster;Demography;Emigration and Immigration;Essay;Ethnicity and Collective Identity;Exploration and Colonization;Family;Farming and Agriculture;Fiction and Literature;Folklore;Food;Forestry;Gender and Sexuality;Genealogy;Geography;Government and Politics;Labor History;Language and Linguistics;Maine;Mills and Mill Work;Music;Native Americans;New Brunswick;New England;Nonfiction;Nonfiction -- Anthology;Nova Scotia;Performing Arts;Personal History: Biography and Oral History;Poetry;QuÃ©bec;Religion;Social History;Sports and Leisure;Violence;War
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,The Habitant Transplanted : A Study of the French-Canadian in New England,Early 20th-century doctoral dissertation on some scientific observations of French-Canadian immigrants to New England. Reflects certain attitudes toward stereotyped ethnic immigrants to the United States between 1830 and 1920.,"Dexter, Robert Cloutman",,,1923,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/6634661"">6634661</a>",1830-1920; New England,,,,,,,,,,,,"Worcester, Massachusetts",,,,,,The Habitant Transplanted... @ Google Books,,,,,https://francolibrary.com/archive/files/9e67b0def67e0605354de2b9d7700123.jpg,Emigration and Immigration;Ethnicity and Collective Identity;Geography;Language and Linguistics;Mills and Mill Work;New England;Nonfiction;Nonfiction -- Social Sciences;Nonfiction -- Sociology;Religion
77,A Franco-American Bibliography: New England,"1979 annotated bibliography of materials relevant to Franco American studies. Lists resources (books, etc.) with their corresponding physical locations in one or more New England libraries.","Anctil, Pierre",,,1979 June,,English and franÃ§ais,,,,Bibliography,"<a href=""http://www.worldcat.org/oclc/12238178"">12238178</a>",New England,,,,,,,,,,,160,"Bedford, New Hampshire",National Materials Development Center,,,,,,,,,,,Bibliography;Education;New England
78,French Canadians in the United States,"Essay on general attitudes toward French Canadians and Franco Americans in the United States, and descriptions of the customs of this immigrated ethnic group in the 1940s.","Kalijarvi, T.V.",,,1942-01,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/479889934"">479889934</a>",1940s; New England; Midwest; California; QuÃ©bec,,,,,,,,,,,,,,0002-7162,,#1,The Annals of the American Academy of Political and Social Science,http://www.jstor.org/stable/1023796,223,,,,,Bellechasse PQ;California;Community: Customs and Social Life;Connecticut;Detroit MI;Emigration and Immigration;Ethnicity and Collective Identity;Fall River MA;Family;Holyoke MA;Illinois;La Beauce QC;Labor History;Lewiston ME;Louisiana;Lowell MA;Maine;Manchester NH;Massachusetts;Meriden CT;Michigan;Nashua NH;New Bedford MA;New Hampshire;New York;Nonfiction;Nonfiction -- Social Sciences;Nonfiction -- Sociology;QuÃ©bec;Religion;Rhode Island;Salem MA;Social History;Southbridge MA;Springfield MA;St. Albans VT;Vermont;War;Wisconsin;Woonsocket RI
