title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags,collection
Le Petit Mangeur de Fleurs,"Un roman quasi-autobiographique, sur la vie d'un jeune dans ""un petit Canada"" de la Nouvelle-Angleterre.","Beaupré, Norman",,Éditions JCL,1999,,Français,,,,Book,"<a href=""http://www.worldcat.org/oclc/43280504"">43280504</a>",,,,,,,,,,,,175,,,,289431213X,,,"<div class=""element-text""><a href=""http://www.nrbeaupre.com/writings.html#lepetitmangeur"">http://www.nrbeaupre.com/writings.html#lepetitmangeur</a><br/><br/> <a href=""http://books.google.com/books?id=9tTUAAAACAAJ&amp;dq=le+petit+mangeur+de+fleurs&amp;hl=en&amp;ei=UqojTLq6NMP48Aac5_2kBQ&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CC8Q6AEwAA"">Le Petit Mangeur de Fleurs sur Google Books</a></div>",,,,,https://francolibrary.com/archive/files/bf777afa90d93969ae52b941286e4457.jpg,Biddeford ME;Community: Customs and Social Life;Family;Fiction and Literature;Literary Works -- Fiction;Youth,Literary Works | Oeuvres littéraires
Lumineau,"Passages of inventive folklore that indulge in the mysterious characteristics of water and light. D'Editions JCL: ""[Beaupré] utilise l'eau et la lumiere comme ingrédients magiques pour créer des êtres et des lieux qui donneront la vie aux mythes eux-mêmes.""","Beaupré, Norman",,Éditions JCL,2002,,Français,,,,Book,"<a href=""http://www.worldcat.org/oclc/48942668"">48942668</a>",,,,,,,,,,,,137,"Chicoutimi, Québec",,,2894312687,,,"<div class=""element-text""><a href=""http://www.nrbeaupre.com/writings.html#lumineau"">http://www.nrbeaupre.com/writings.html#lumineau</a> <br/><br/> <a href=""http://books.google.com/books?id=Ar_eAAAACAAJ&amp;dq=lumineau&amp;hl=en&amp;ei=YKojTLONNcL68Aa29onKBQ&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCgQ6AEwAA"">Lumineau sur Google Books</a></div>",,,,,,Fiction and Literature;Folklore;Literary Works -- Fiction;Maine,Literary Works | Oeuvres littéraires
Marginal Enemies,"Novel about WWII and its effects on soldiers and civilians alike. Explores the similar experiences of one boy from New England and one from Berlin. An attempt to remember the War's ""forgotten undesirables:"" Gypsy, gay, African American, Japanese American.","Beaupré, Norman",,Llumina Press,2005,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/77139371"">77139371</a>",,,,,,,,,,,,114,"Coral Springs, Florida",,,9.7816E+12,,,"<div class=""element-text""><a href=""http://www.nrbeaupre.com/writings.html#marginalenemies"">http://www.nrbeaupre.com/writings.html#marginalenemies</a> <br/><br/> <a href=""http://books.google.com/books?id=QC3zKL_OjngC&amp;source=gbs_navlinks_s"">Marginal Enemies @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/0183d5b9cb01588ab1d66accde20aebf.jpg,Acadians;African Americans;Death and Disaster;Gender and Sexuality;Germany;Japanese Americans;Literary Works -- Fiction;New England;Nova Scotia;Violence;War;Youth,Literary Works | Oeuvres littéraires
The Boy with the Blue Cap : Van Gogh in Arles,"From the author's website: ""Professor Emeritus Beaupré enjoyed teaching world literature and French Impressionism as well as Post-Impressionism during his college career. Over the years, he developed a special liking for Van Gogh, the man, his drawings and his paintings. This novel deals with 73 of Van Goghâ's paintings in Arles as well as in Saint-Rémy-de-Provence. The story is told by a young precocious boy, Camille Roulin, son of the postal worker, Joseph Roulin. Van Gogh painted the portraits of the entire Roulin family while in Arles. The reader is brought into Van Goghâ's world of vibrant color and accomplished artistry by means of a close relationship with a boy who is privileged to follow the artist around in his many excursions throughout the countryside of Arles as well as other places frequented by the artist. The artist at work relates to the boy his techniques and theories on painting and drawing. The novel not only deals with the aesthetic side of Van Gogh but also introduces us to his spiritual side so often neglected by some authors and art critics.""","Beaupré, Norman",,Llumina Press,2008,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/304550258"">304550258</a>",,,,,,,,,,,,290,"Coral Springs, Florida",,,9.78161E+12,,,"<div class=""element-text""><a href=""http://www.nrbeaupre.com/writings/boy-with-blue-cap.html"">http://www.nrbeaupre.com/writings/boy-with-blue-cap.html</a> <br/><br/> <a href=""http://books.google.com/books?id=4mNhPgAACAAJ&amp;dq=beaupre%3B+the+boy+with+the+blue+cap&amp;hl=en&amp;ei=d82tTPH8NcP98Aax4-jHBA&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CC8Q6AEwAA"">The Boy with the Blue Cap... @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/cad00c80ede4946cf950787157c48486.jpg,Art and Architecture;Fiction and Literature;France;Literary Works -- Fiction;Youth,Literary Works | Oeuvres littéraires
"Trails Within: Meditations on the Walking Trails at the Ghost Ranch in Abiquiu, New Mexico","From the author's website: ""This is essentially a book of reflections on particular ways of seeing things on the three walking trails at the Ghost Ranch [northern New Mexico]. This very popular site is often referred to as Georgia O'Keefe country. The three main components are deadwood, rocks, and desert flowers. A photo that becomes the catalyst for creative reflection accompanies each component text. As the author points out, walking trails, holistically speaking, are the occasions for physical exercise, emotional release, esthetic activity, intellectual operation, and spiritual excursion. The author uses his own experiences with fine arts and his teaching of the humanities to delve into poetic excursions of the without and the within. He employs the word 'soul' to mean the creative power in all of us, potential as well as active.""","Beaupré, Norman",,Llumina Press,2007,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/162131918"">162131918</a>",,,,,,,,,,,,144,"Coral Springs, Florida",,,9.7816E+12,,,"<div class=""element-text""><a href=""http://www.nrbeaupre.com/writings/trails-within.html"">http://www.nrbeaupre.com/writings/trails-within.html</a> <br/><br/> <a href=""http://books.google.com/books?id=1ZcuIwAACAAJ&amp;dq=beaupre;+trails+within&amp;hl=en&amp;ei=6GpITb7LA4fpgAelvYDkBQ&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCcQ6AEwAA"">Trails Within... @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/79471decec2bffd85a9be00766bebcb9.jpg,,Literary Works | Oeuvres littéraires
The Fathers,"Novel about conflict between Irish and French Canadian communities in the Catholic parish of a New England town where the ""Fathers"" play a particularly important role. From the text, a review by Robert Courmier: ""In a New England city teeming with 1920's religious and ethnic turmoil, Hector [the protagonist] faces Catholic protesters challenging the order of things while confronting his willful, determined daughter, Rose, clearly a young woman ahead of her time. ","Belair, Richard L.",,Branden Publishing Company,1991,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/21195458"">21195458</a>",,,,,,,,,,,,243,"Boston, Massachusetts",,,9.78083E+12,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=EwjHdkl6BDcC&amp;q=the+fathers%3B+belair&amp;dq=the+fathers%3B+belair&amp;hl=en&amp;ei=lKpJTP3EFsT68Aar9fXIDg&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CC0Q6AEwAA"">The Fathers @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/2b288a30cba0350672fe5e92e64b9409.jpg,Community: Customs and Social Life;Fiction and Literature;Literary Works -- Fiction;New England;Religion;Youth,Literary Works | Oeuvres littéraires
Mother Tongue,"Book of poems by a writer and teacher of creative writing from Old Town, Maine.","Bishop, Jim",,Contraband Press,1975,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/2143964"">2143964</a>",,,,,,,,,,,,65,"Portland, Maine",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=36GoGQAACAAJ&amp;dq=mother+tongue%3B+bishop&amp;hl=en&amp;ei=OdxJTPWrO8L58AbEw4mSDw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCgQ6AEwAA"">Mother Tongue @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/49b55891f34deef49cc7d3503992be76.jpg,Literary Works -- Poetry;Maine;Poetry,Literary Works | Oeuvres littéraires
A North American Education : A Book of Short Fiction,"Short stories infused with a narrative consciousness of the subtle ethnic and linguistic differences that complicate relationships between characters. Written by a Canadian author, these stories often play with Canadian/American, English/French sytheses. ","Blaise, Clark",,Doubleday Press,1973,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/595396"">595396</a>",,,,,,,,,,,,230,"Garden City, New York",,,9.78039E+12,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=lsAhAAAAMAAJ&amp;q=lunar%20attractions%3B%20blaise&amp;dq=lunar%20attractions%3B%20blaise&amp;source=gbs_slider_thumb"">A North American Education... @ Google Books</a></div>",,,,,,Emigration and Immigration;Fiction and Literature;Language and Linguistics;Literary Works -- Fiction;Literary Works -- Short fiction;Montréal QC;North America;Québec;US Midwest,Literary Works | Oeuvres littéraires
Lunar Attractions,"From Gale Literature:  ""'Lunar Attractions' (1979) recalls many of the themes and settings of [Blaise's] short stories--the child, David Greenwood, who discovers his French-Canadian ancestry (his real name is Boisvert), the dislocations of life in North America, and the terror that lurks beneath the surface of everyday life (the strange fish that becomes an analogue for his stillborn sister - the high school beauty who is revealed as a transvestite). Autobiographical elements were, once again, noted by reviewers. By this time, however, Blaise seems to have become determined to forestall any easy connections between his own life and the materials of his fiction. He notes, following the acknowledgments, that 'Lunar Attractions' is fiction in the mode of autobiography, but that life was never lived.' The novel was reviewed favorably in Canada, although some commentators found the work melodramatic in places. Books in Canada gave 'Lunar Attractions' its annual award as the best first novel of the year."" 
","Blaise, Clark",,Doubleday Press,1979,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/4503478"">4503478</a>",,,,,,,,,,,,305,"Garden City, New York",,,9.78039E+12,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=fHjuWhnLI98C&amp;q=lunar+attractions%3B+blaise&amp;dq=lunar+attractions%3B+blaise&amp;hl=en&amp;ei=AOBJTJiIKIOC8ga00ZnNDg&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCwQ6AEwAA"">Lunar Attractions @ Google Books</a></div>",,,,,,Canada;Emigration and Immigration;Ethnicity and Collective Identity;Fiction and Literature;Language and Linguistics;Literary Works -- Fiction;Literary Works -- Short fiction;Personal History: Biography and Oral History,Literary Works | Oeuvres littéraires
Memories in Verse,"Collection of anecdotal verse on growing up in Brunswick, Maine. Illustrations also provided by the author. ","Bonang, Claude B.",,Self-published,1996,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/36363536"">36363536</a>",,,,,,,,,,,,155,"Brunswick, Maine",,,,,,"<div class=""element-text""><a href=""http://community.curtislibrary.com/pejepscot/meustore.html"">http://community.curtislibrary.com/pejepscot/meustore.html</a> <br/><br/> <a href=""http://books.google.com/books?id=mo4FHQAACAAJ&amp;dq=memories+in+verse%3B+bonang&amp;cd=1""> Memories in Verse @ Google Books</a><a></a></div>",,,,,,Brunswick ME;Family;Literary Works -- Poetry;Personal History: Biography and Oral History;Poetry;Youth,Literary Works | Oeuvres littéraires
Memories in Verse and Prose,"Revised edition of ""Memories in Verse"" (Bonang, 1996) with some added prose. A literary look at coming of age in a coastal Maine mill town - Brunswick. ","Bonang, Claude B.",,Self-published,2006,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/76884009"">76884009</a>",,,,,,,,,,,,176,"Brunswick, Maine",,,,,,"<div class=""element-text""><a href=""http://community.curtislibrary.com/pejepscot/meustore.html"">http://community.curtislibrary.com/pejepscot/meustore.html</a> <br/><br/> <a href=""http://books.google.com/books?id=DHY-HQAACAAJ&amp;dq=memories+in+verse%3B+bonang&amp;cd=2"">Memories in Verse and Prose @ Google Books</a></div>",,,,,,Brunswick ME;Family;Fiction and Literature;Literary Works -- Poetry;Personal History: Biography and Oral History;Poetry;Youth,Literary Works | Oeuvres littéraires
The Story of the Acadians,"Book-length poem on the Acadian expulsion and settlement in the United States, followed by a brief historical sketch of Nova Scotia (modern-day Acadia) and the Acadians in Louisiana. Prefaced with an appreciative letter written by then-Consul General of France at New Orleans, Louisiana. ","Boudreau, Amy",,Pelican Publishing Company,"1971 (first printing, 1955)",,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/579113"">579113</a>",,,,,,,,,,,,32,"Gretna, Louisiana",,,9.78091E+12,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=MBpaV5J4DSgC&amp;dq=boudreau+%22the+story+of+the+acadians&amp;source=gbs_navlinks_s"">The Story of the Acadians @ Google Books</a> (limited preview here)</div>",,,,,,Acadians;Death and Disaster;Emigration and Immigration;France;Great Britain;Literary Works -- Poetry;Louisiana;Nova Scotia;Poetry,Literary Works | Oeuvres littéraires
"Au Revoir, L'Acadie","From PublishAmerica:""The Great Depression has dealt the cotton textile industry repeated blows. Mills are failing and unemployment is rampant. Irish and Franco-American workers in the fictional Southeastern New England town of Millbank, Massachusetts, are desperate, but based on years of strife they distrust each other almost as much as they fear management. For decades, the owners have succeeded in keeping labor divided by ancestry. 'Au Revoir, L'Acadie' describes the heroic efforts of working men and women of great character to overcome their long-held prejudices to become workers and Americans instead of merely disgruntled ethnic victims. As working conditions deteriorate and profits disappear, a violent strike ensues and a worker is killed. Labor leaders, management, clergy, and town fathers must find their way back from the abyss of anarchy to save their followers and the town."" 
","Brennan, William",,"PublishAmerica, Inc.",2004,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/623978169"">623978169</a>",,,,,,,,,,,,186,"Frederick, Maryland",,,9.78141E+12,,,"<div class=""element-text""><a href=""http://www.publishamerica.net/product22584.html"">http://www.publishamerica.net/product22584.html</a> <br/><br/> <a href=""http://www.mainewriter.com/articles/Au-Revoir-LAcadie-br.htm"">http://www.mainewriter.com/articles/Au-Revoir-LAcadie-br.htm</a> <br/><br/> <a href=""http://books.google.com/books?id=1SKPPQAACAAJ&amp;dq=brennan%3B+au+revoir,+l%27acadie&amp;hl=en&amp;ei=WK7RTIPXGYH98Ablgr3vDA&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCUQ6AEwAA"">Au Revoir, L'Acadie @ Google Books</a></div>",,,,,,Acadians;Business and Economics;Community: Customs and Social Life;Death and Disaster;Ethnicity and Collective Identity;Fiction and Literature;Labor History;Language and Linguistics;Literary Works -- Fiction;Massachusetts;New England;Religion,Literary Works | Oeuvres littéraires
